,height_cm,weight_kg,overall,player_positions,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
16641,185,68,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,51.0,60.0,61.0,42.0,52.0,15,18,20,25,17,18,17,14,25,24,42,42,39,48,47,45,57,34,60,13,27,24,19,15,18,27,20,19,14,64,51,60,52,61
16642,176,70,57,2,1,3,2,4,66.0,47.0,50.0,63.0,33.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,49,47,37,56,45,66,39,42,41,63,69,64,59,39,74,50,70,54,56,40,36,21,55,51,56,49,43,31,31,13,12,12,11,9
16643,185,68,57,2,1,3,2,0,44.0,55.0,52.0,62.0,49.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,43,52,48,59,40,65,45,40,57,58,58,33,66,59,60,69,49,62,56,55,59,44,52,52,47,53,54,50,42,9,14,7,7,9
16644,180,73,57,3,0,2,2,4,71.0,35.0,42.0,56.0,56.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,54,36,48,42,35,54,37,41,30,52,72,71,74,52,65,35,62,62,65,29,57,57,46,42,48,40,55,58,55,16,11,7,7,6
16645,184,67,57,2,1,2,2,5,59.0,42.0,55.0,60.0,42.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,46,41,47,63,39,60,39,39,54,62,58,60,58,49,69,47,61,67,49,39,60,43,54,58,36,59,30,50,45,11,12,13,13,9
16646,193,88,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,54.0,62.0,56.0,50.0,55.0,12,8,13,44,7,16,10,14,48,22,46,54,52,58,59,47,60,40,69,5,26,18,6,61,17,54,19,11,12,56,54,62,55,56
16647,181,81,57,3,1,3,2,4,58.0,23.0,27.0,29.0,58.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,20,19,54,28,29,20,22,20,27,34,54,62,34,46,57,34,77,59,69,17,45,60,23,34,30,39,56,58,61,6,13,10,14,8
16648,180,71,57,1,1,3,2,4,68.0,56.0,55.0,59.0,36.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,45,58,43,62,40,59,48,43,60,57,69,67,63,54,69,56,65,53,57,53,30,38,55,55,59,58,22,42,45,7,14,13,9,12
16649,173,70,57,1,1,3,2,3,66.0,30.0,48.0,56.0,53.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,56,31,29,58,24,58,40,41,39,50,68,65,64,51,59,27,54,68,65,29,51,46,39,33,30,41,56,63,55,13,14,12,12,12
16650,190,83,57,3,1,4,2,4,54.0,38.0,43.0,39.0,60.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,49,34,61,49,22,36,38,37,40,39,43,63,46,54,40,52,56,68,81,36,57,57,38,32,39,40,59,63,58,5,12,5,12,8
16651,185,75,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,60.0,54.0,55.0,61.0,31.0,53.0,10,7,13,23,6,8,13,12,21,13,31,31,24,48,45,41,61,27,41,7,20,11,8,34,16,30,7,11,11,60,54,55,53,61
16652,176,67,57,2,1,3,2,0,68.0,39.0,52.0,56.0,48.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,39,32,44,62,39,55,43,36,55,53,69,68,62,53,76,49,66,92,54,39,57,48,53,51,40,38,46,49,54,10,15,9,9,11
16653,169,64,57,2,1,2,3,4,73.0,51.0,55.0,62.0,33.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,52,54,38,59,41,61,52,46,54,62,74,73,71,46,71,58,54,58,57,44,36,24,41,53,49,53,37,33,32,10,10,8,6,9
16654,183,72,57,3,1,2,2,7,63.0,26.0,31.0,33.0,58.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,25,21,47,37,31,28,31,30,28,32,60,65,36,49,62,35,69,57,68,22,50,55,26,29,37,41,57,63,62,7,6,5,5,8
16655,186,76,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,59.0,53.0,55.0,17.0,58.0,10,7,13,21,9,12,12,11,19,11,16,17,39,42,37,40,49,20,56,8,23,13,5,24,16,37,7,13,11,58,59,53,58,55
16656,174,68,57,2,1,3,2,4,66.0,51.0,56.0,60.0,38.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,52,52,36,56,54,56,59,41,62,64,65,66,69,47,72,58,47,73,45,44,55,40,48,60,46,54,32,42,46,15,8,13,11,14
16657,178,64,57,2,1,3,2,4,70.0,52.0,53.0,57.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,51,50,45,54,47,56,53,50,53,55,72,68,72,45,64,55,52,61,52,52,57,43,52,54,53,53,20,49,48,6,12,12,6,6
16658,181,76,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,53.0,57.0,62.0,21.0,58.0,11,8,11,18,9,9,13,12,24,10,21,21,33,42,47,43,61,21,46,5,26,12,6,50,14,36,12,10,10,56,53,57,58,62
16659,192,89,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,53.0,64.0,56.0,23.0,60.0,10,7,10,21,7,14,10,11,15,20,21,24,40,54,25,48,50,20,64,8,31,8,6,33,13,41,7,12,11,56,53,64,60,56
16660,196,96,57,3,1,2,2,4,35.0,20.0,28.0,35.0,53.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,24,21,60,41,16,28,15,15,26,41,35,35,39,49,55,23,65,66,85,18,66,52,16,18,19,58,50,53,52,10,7,10,8,8
16661,188,85,57,3,1,2,2,4,33.0,16.0,29.0,30.0,57.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,21,15,54,47,13,25,16,14,27,28,36,31,34,56,52,20,61,55,66,18,55,59,15,12,13,64,55,59,59,12,12,9,8,15
16662,178,70,57,2,1,3,2,0,63.0,44.0,52.0,52.0,58.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,46,30,60,60,41,54,42,42,60,45,61,64,55,59,67,60,58,85,67,55,76,59,54,45,48,50,51,60,70,10,10,12,13,12
16663,185,80,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,54.0,58.0,59.0,29.0,54.0,11,6,14,17,7,10,9,11,26,15,31,27,25,56,34,44,55,32,55,6,32,15,3,38,14,37,16,9,13,58,54,58,54,59
16664,163,60,57,1,1,3,3,2,76.0,46.0,47.0,66.0,21.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,45,50,32,51,41,68,63,50,42,54,83,70,85,58,92,46,79,66,31,36,26,31,47,43,48,39,15,19,15,11,11,8,6,11
16665,176,76,57,1,1,2,2,4,65.0,39.0,49.0,51.0,55.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,54,31,48,54,37,47,42,32,43,54,66,65,48,53,69,56,62,60,53,41,69,55,43,45,34,54,55,57,58,12,13,9,15,10
16666,183,80,57,2,1,3,2,1,64.0,49.0,55.0,59.0,32.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,51,50,40,59,43,60,44,46,57,58,58,68,55,51,62,53,59,74,66,44,38,24,53,53,51,58,36,29,35,11,11,9,9,11
16667,178,68,57,3,0,3,2,4,74.0,26.0,45.0,54.0,54.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,51,23,47,48,22,52,29,35,42,51,76,73,59,54,72,28,60,59,50,25,53,56,49,43,39,38,53,55,54,12,10,10,14,7
16668,193,90,57,3,1,2,2,4,58.0,30.0,31.0,34.0,55.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,30,26,55,35,24,28,23,23,30,31,57,58,47,53,60,51,68,60,75,19,67,52,28,28,35,45,56,57,56,10,8,10,6,6
16669,179,69,57,1,0,3,2,4,55.0,34.0,52.0,53.0,54.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,54,28,55,54,33,53,52,56,52,52,60,50,54,49,61,46,72,67,71,33,63,53,39,43,38,45,50,57,55,8,9,9,12,14
16670,187,80,57,3,1,2,2,7,59.0,26.0,28.0,38.0,56.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,24,22,54,35,25,33,20,23,30,41,60,59,39,50,51,40,64,70,83,18,47,58,29,21,36,43,55,57,52,10,13,16,9,8
16671,186,72,57,2,1,3,2,4,69.0,47.0,53.0,57.0,49.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,46,49,46,59,36,53,45,40,56,57,67,70,69,57,67,48,71,71,72,42,56,51,57,53,43,57,49,49,45,9,12,7,14,6
16672,176,78,57,3,1,2,2,4,63.0,21.0,34.0,42.0,57.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,30,16,57,39,22,34,29,26,31,43,61,65,60,51,67,37,67,64,63,15,64,55,20,34,32,44,56,58,56,14,12,10,7,13
16673,177,71,57,2,1,2,2,4,70.0,41.0,54.0,52.0,53.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,49,36,39,59,40,50,42,61,56,51,69,70,58,52,61,59,66,67,56,33,63,55,52,51,42,43,53,54,56,13,14,14,6,11
16674,178,73,57,2,0,3,3,4,69.0,45.0,53.0,61.0,33.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,55,48,37,57,38,58,48,30,53,57,69,69,90,46,71,41,54,63,56,44,20,36,48,51,46,46,44,22,25,14,13,6,6,14
16675,183,80,57,1,1,3,2,0,87.0,51.0,43.0,55.0,26.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,39,51,53,48,48,53,37,29,41,50,89,85,76,56,59,53,62,61,74,46,40,15,55,46,57,55,35,19,16,15,15,14,12,14
16676,176,70,57,1,1,2,2,4,55.0,44.0,53.0,55.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,56,42,55,55,46,55,45,37,51,52,58,53,62,52,68,50,57,66,58,40,58,54,50,52,52,56,56,59,58,14,8,9,15,14
16677,170,65,57,1,1,2,3,4,59.0,45.0,47.0,71.0,27.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,58,38,37,45,50,71,41,38,36,69,69,51,76,53,91,61,82,49,33,41,29,18,51,49,53,43,35,24,23,10,15,15,15,8
16678,180,77,57,2,1,2,2,4,64.0,52.0,53.0,60.0,53.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,41,55,43,64,39,60,31,34,62,61,61,67,61,47,63,54,62,49,60,48,59,42,52,48,37,40,57,59,55,10,14,12,15,12
16679,178,76,57,3,1,4,2,4,64.0,27.0,41.0,53.0,57.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,51,22,61,40,28,49,32,24,35,58,65,63,62,56,51,36,74,65,67,19,73,47,48,42,39,47,56,63,58,14,5,10,8,11
16680,186,80,57,2,1,3,2,6,67.0,44.0,52.0,57.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,48,43,44,59,41,54,33,38,48,60,67,67,67,48,62,44,71,73,70,46,48,58,46,53,42,50,52,57,53,8,6,10,13,8
16681,181,75,57,2,1,3,2,4,67.0,52.0,54.0,57.0,49.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,50,48,52,60,42,55,48,36,61,58,68,67,63,50,66,64,55,64,60,54,60,49,56,48,42,47,47,49,48,6,15,8,10,15
16682,183,79,57,1,0,3,2,4,66.0,55.0,56.0,56.0,34.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,63,55,40,56,49,57,58,34,46,53,67,66,63,43,59,65,52,59,68,48,57,21,58,61,52,45,43,34,31,8,9,13,11,11
16683,188,80,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,59.0,62.0,58.0,54.0,19.0,56.0,13,8,12,15,8,8,14,10,20,15,19,19,29,42,39,44,49,25,61,9,18,11,6,34,16,34,7,10,13,59,62,58,56,54
16684,183,78,57,3,1,3,2,4,62.0,48.0,52.0,53.0,55.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,49,50,53,57,46,51,52,42,48,52,60,63,59,54,65,52,63,62,63,40,56,55,50,53,53,52,51,58,56,7,10,16,8,13
16685,176,78,57,1,1,3,2,6,62.0,34.0,47.0,58.0,57.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,48,37,54,53,34,58,41,30,56,52,60,64,69,53,78,39,76,75,74,27,52,60,28,32,29,45,58,56,52,15,6,11,9,14
16686,181,74,57,3,1,3,2,6,65.0,24.0,38.0,36.0,57.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,49,18,68,42,24,24,23,25,27,40,69,62,64,59,61,32,70,70,78,21,52,60,48,35,38,55,51,58,56,6,12,7,7,10
16687,178,73,57,1,1,2,2,4,76.0,54.0,44.0,59.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,47,57,52,48,43,58,45,34,28,56,79,74,73,56,66,51,62,53,57,51,41,13,56,47,55,45,19,20,15,11,13,7,13,12
16688,188,86,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,55.0,55.0,31.0,58.0,15,16,15,17,18,15,11,12,16,14,30,32,24,51,39,41,41,25,59,18,21,15,16,32,16,43,30,11,12,55,58,55,58,55
16689,185,76,57,3,0,3,2,1,60.0,40.0,56.0,57.0,55.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,61,33,60,55,32,60,60,65,52,57,52,67,41,58,51,46,58,48,62,46,54,52,58,50,50,53,57,54,54,14,13,5,8,12
16690,180,73,57,1,0,3,2,5,58.0,58.0,42.0,50.0,27.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,36,59,59,44,51,50,48,43,41,47,55,60,49,52,58,62,67,38,69,54,44,26,56,43,55,56,30,18,17,5,12,5,6,12
16691,186,78,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,64.0,52.0,50.0,62.0,31.0,55.0,14,8,12,15,6,7,14,14,19,14,29,32,45,37,41,38,53,23,63,9,21,14,8,36,15,28,5,11,13,64,52,50,55,62
16692,176,71,57,2,1,4,3,1,70.0,52.0,51.0,56.0,35.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,46,55,32,55,49,55,48,56,44,52,73,68,71,58,66,48,56,60,51,50,44,40,60,54,50,54,34,35,32,8,13,12,12,15
16693,188,80,57,0,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,57.0,52.0,54.0,56.0,33.0,57.0,17,12,14,36,9,12,9,9,22,24,30,35,34,64,63,41,49,40,72,16,22,21,17,35,16,44,12,9,10,57,52,54,57,56
16694,183,75,57,1,1,3,2,1,50.0,59.0,56.0,57.0,49.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,55,56,56,58,58,56,59,57,53,58,53,48,60,54,59,64,58,64,76,62,63,50,58,55,56,57,49,48,45,13,13,6,15,15
16695,197,101,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,63.0,56.0,56.0,57.0,53.0,56.0,17,15,14,26,12,13,11,11,23,22,52,54,55,45,28,42,58,15,70,16,37,10,16,33,21,54,28,14,11,63,56,56,56,57
16696,179,74,57,2,1,3,3,5,63.0,48.0,53.0,56.0,39.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,54,46,52,57,48,58,44,31,53,56,62,64,51,50,55,64,53,58,51,40,60,30,55,55,35,49,32,46,45,8,11,11,15,12
16697,180,75,57,1,0,3,2,4,60.0,58.0,42.0,57.0,25.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,34,61,48,38,52,56,49,51,34,58,56,64,63,54,53,57,42,53,65,54,50,26,58,57,53,47,20,24,21,9,7,12,6,14
16698,193,93,57,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,54.0,57.0,52.0,58.0,33.0,59.0,13,14,15,37,17,14,9,14,35,20,32,33,35,49,38,39,42,23,69,19,40,28,13,41,15,31,23,11,13,54,57,52,59,58
16699,180,75,57,3,1,2,2,4,63.0,46.0,50.0,54.0,54.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,54,44,55,56,43,54,43,35,52,52,63,63,62,51,55,55,60,62,57,47,54,53,42,38,37,46,50,58,54,12,7,10,15,9
16700,189,83,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,54.0,52.0,64.0,48.0,51.0,18,19,12,31,12,20,14,15,23,26,46,49,39,52,48,39,54,37,71,15,22,20,13,31,27,27,17,21,25,58,54,52,51,64
16701,181,76,57,2,1,4,2,4,59.0,48.0,55.0,58.0,55.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,50,44,50,58,46,58,55,45,55,56,55,63,60,55,66,52,54,61,60,53,57,58,55,58,40,60,57,53,50,7,15,9,15,12
16702,181,70,57,2,1,2,2,4,48.0,25.0,42.0,47.0,56.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,25,21,52,59,22,40,28,24,42,53,34,60,47,56,67,32,65,71,77,25,60,58,26,38,41,51,49,62,57,16,11,14,10,16
16703,188,83,57,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,55.0,54.0,58.0,43.0,53.0,15,17,12,28,17,19,16,13,20,19,41,45,36,59,41,41,58,35,68,11,17,17,15,51,16,56,25,13,17,58,55,54,53,58
16704,187,79,57,3,1,2,2,5,54.0,26.0,33.0,37.0,56.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,29,23,55,36,23,37,28,26,32,30,55,54,44,46,52,39,65,60,67,17,66,54,26,33,33,42,50,63,61,7,7,9,13,6
16705,187,81,57,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,58.0,55.0,56.0,59.0,49.0,58.0,20,12,19,30,18,15,20,15,21,21,48,49,30,47,62,42,74,37,72,16,36,18,19,32,20,28,16,12,18,58,55,56,58,59
16706,186,74,57,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,47.0,66.0,22.0,52.0,13,6,14,20,6,12,13,12,28,17,23,21,39,46,28,35,58,21,38,6,19,8,6,26,15,49,28,9,12,55,58,47,52,66
16707,193,90,57,1,0,3,2,4,56.0,57.0,33.0,50.0,25.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,27,61,65,39,49,49,29,24,20,53,50,60,55,51,37,55,66,70,81,52,71,19,54,43,54,58,21,20,21,12,11,10,6,9
16708,180,74,57,3,0,2,2,4,67.0,27.0,53.0,54.0,54.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,53,22,48,59,27,52,38,33,53,53,68,67,65,54,65,29,59,62,78,28,48,56,53,53,31,51,55,54,52,9,10,14,8,13
16709,175,68,57,2,1,3,2,4,62.0,43.0,56.0,59.0,42.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,60,42,30,57,36,60,40,34,56,60,65,60,52,47,75,54,34,61,67,32,57,35,44,58,49,49,53,40,45,14,14,6,14,15
16710,175,65,57,1,1,3,2,4,72.0,53.0,53.0,56.0,50.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,53,54,55,54,53,54,49,46,52,54,73,71,67,66,64,55,72,65,60,48,48,48,54,54,49,65,47,52,50,13,5,13,10,8
16711,175,64,57,3,1,4,2,4,65.0,48.0,54.0,58.0,52.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,56,48,42,57,53,58,40,42,54,57,63,66,66,56,57,52,53,58,50,38,53,55,56,54,53,51,53,53,52,8,14,10,14,6
16712,185,80,57,3,1,3,2,3,63.0,31.0,35.0,53.0,57.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,44,31,46,31,24,57,32,29,26,44,66,60,57,56,55,29,60,74,70,28,58,49,43,40,36,37,57,64,65,12,15,6,11,6
16713,186,76,57,1,1,4,2,4,64.0,56.0,42.0,53.0,27.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,39,57,56,48,46,56,39,35,30,46,63,65,59,52,60,59,61,32,68,52,42,19,54,44,55,53,23,28,25,6,7,8,6,5
16714,177,71,57,2,1,3,2,7,67.0,50.0,50.0,54.0,56.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,49,45,54,50,51,54,47,41,51,51,68,67,59,53,59,59,60,80,67,58,61,56,40,54,38,61,55,59,55,9,15,7,6,15
16715,175,76,57,2,1,3,2,6,58.0,33.0,51.0,54.0,55.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,46,29,42,59,30,50,38,38,55,55,60,57,63,51,71,48,58,48,68,28,60,59,33,45,37,37,60,52,49,8,8,8,11,8
16716,187,79,57,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,57.0,51.0,58.0,44.0,56.0,10,9,14,24,7,11,14,12,23,12,45,44,38,54,49,38,59,34,66,12,28,11,8,43,16,40,7,10,9,56,57,51,56,58
16717,185,74,56,3,0,2,2,6,55.0,29.0,33.0,35.0,58.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,31,20,52,35,33,29,26,33,35,34,56,55,48,53,59,44,69,59,55,28,46,53,27,32,46,45,54,66,66,7,11,7,5,13
16718,184,76,56,2,1,4,2,4,61.0,35.0,53.0,59.0,53.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,40,29,45,65,32,61,33,42,55,55,60,61,59,62,59,49,65,49,60,28,61,55,45,51,44,56,45,60,57,12,7,12,6,8
16719,182,61,56,2,1,3,2,1,70.0,51.0,56.0,64.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,60,51,41,55,58,63,53,42,58,62,69,71,75,52,79,57,38,54,42,42,26,43,53,58,53,54,40,44,39,11,14,9,14,11
16720,185,70,56,2,1,3,2,4,59.0,41.0,52.0,58.0,48.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,38,37,48,60,42,57,45,39,57,60,57,61,57,53,61,49,63,61,59,41,52,48,43,55,41,52,46,50,51,9,12,7,10,8
16721,186,76,56,1,0,2,2,4,70.0,29.0,43.0,55.0,53.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,51,29,55,52,28,61,39,28,33,41,67,72,60,54,63,24,63,66,58,24,52,50,55,31,42,41,50,56,53,7,7,9,9,14
16722,183,78,56,1,1,3,2,1,76.0,57.0,48.0,52.0,26.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,48,56,50,52,43,50,50,40,35,53,77,75,60,41,65,73,51,55,49,48,24,26,52,50,53,52,20,26,20,9,11,10,14,15
16723,169,65,56,2,1,3,2,4,70.0,46.0,50.0,60.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,36,46,39,57,42,58,48,37,51,55,79,62,76,53,92,54,53,37,34,37,42,24,51,56,45,54,32,29,38,13,15,12,9,9
16724,181,75,56,1,0,3,2,5,74.0,54.0,39.0,52.0,22.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,33,58,58,44,53,48,40,30,35,55,67,79,61,48,63,52,66,44,68,45,39,16,51,43,58,45,17,20,15,8,10,7,5,6
16725,175,68,56,2,0,2,3,4,62.0,58.0,48.0,62.0,28.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,59,59,49,48,50,66,45,42,39,59,63,61,56,40,70,70,41,52,47,45,30,18,51,45,61,49,20,35,33,7,6,13,11,13
16726,178,70,56,2,1,2,2,4,65.0,49.0,52.0,58.0,33.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,46,52,40,57,43,56,41,44,49,58,63,67,61,53,70,55,48,55,62,36,39,25,55,56,49,58,31,38,36,12,9,10,12,11
16727,186,80,56,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,61.0,54.0,52.0,61.0,24.0,53.0,10,7,11,21,8,12,12,11,24,15,23,25,27,42,38,39,45,26,60,9,22,12,7,26,17,28,9,9,10,61,54,52,53,61
16728,175,62,56,2,0,5,2,4,62.0,41.0,57.0,58.0,50.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,59,33,42,60,37,55,45,48,56,60,62,62,68,50,71,46,61,56,39,51,45,54,46,56,44,64,55,48,43,6,13,5,12,11
16729,165,60,56,2,1,3,2,1,87.0,51.0,47.0,58.0,34.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,39,52,29,52,41,57,48,39,43,53,84,89,76,47,79,48,49,48,42,52,39,38,55,52,46,57,38,31,26,13,6,13,10,5
16730,183,72,56,2,1,3,2,7,60.0,38.0,51.0,55.0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,42,36,44,59,36,55,45,39,55,55,64,57,53,48,63,52,62,65,59,29,57,56,36,45,44,50,50,55,58,8,14,6,9,12
16731,185,80,56,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,59.0,54.0,55.0,23.0,58.0,11,7,13,17,9,11,13,12,19,11,30,17,31,40,47,41,60,29,45,8,20,11,8,25,14,33,6,15,13,56,59,54,58,55
16732,176,71,56,2,0,3,4,1,53.0,37.0,57.0,62.0,38.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,54,35,39,63,40,63,49,36,54,62,52,53,55,53,81,47,53,33,54,27,47,36,48,60,46,58,34,42,41,6,13,6,15,12
16733,187,70,56,0,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,55.0,58.0,54.0,56.0,40.0,52.0,13,9,11,20,9,20,13,24,25,20,40,40,30,55,60,41,63,30,55,6,30,19,4,30,17,35,20,12,14,55,58,54,52,56
16734,186,78,56,1,1,3,2,4,72.0,40.0,47.0,54.0,53.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,51,39,49,49,35,53,38,32,48,52,66,76,63,52,53,45,66,65,68,38,63,53,49,46,32,48,52,54,53,7,9,6,10,7
16735,180,70,56,1,1,2,2,5,67.0,55.0,38.0,52.0,21.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,28,62,52,42,33,47,35,30,30,53,68,67,61,51,69,52,67,52,61,48,32,17,55,49,63,42,21,16,17,5,13,6,11,14
16736,181,68,56,2,0,3,2,4,68.0,42.0,52.0,58.0,39.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,37,41,43,60,44,57,47,39,57,56,66,69,70,51,68,41,56,43,49,38,48,30,51,56,50,52,40,42,40,8,7,13,8,10
16737,183,82,56,3,1,2,2,4,60.0,21.0,30.0,30.0,56.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,23,15,59,36,21,25,29,21,25,28,57,63,43,47,54,35,77,61,71,18,45,54,22,31,34,44,59,55,49,10,11,7,12,14
16738,172,65,56,1,1,3,3,2,64.0,61.0,47.0,63.0,28.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,51,67,44,47,54,64,54,45,41,63,63,65,59,43,82,68,49,44,40,44,32,25,47,46,63,54,21,32,30,9,14,7,14,8
16739,192,81,56,3,0,3,2,3,65.0,27.0,38.0,44.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,35,25,52,46,25,38,30,24,40,51,63,67,47,45,59,34,70,47,69,23,45,55,32,33,30,39,51,56,56,8,14,8,7,14
16740,175,62,56,2,1,3,2,5,81.0,40.0,49.0,62.0,27.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,56,34,30,45,39,65,47,34,45,53,83,80,77,37,81,51,41,52,36,39,36,20,47,55,54,44,25,29,38,14,12,6,13,13
